;date;mac;provider;access_point;signal_strength;quality;unknown2;frequency;stations;device;station_count
9294;3-12-2021 12:55:10;84:3D:C6:B8:FB:C0;;eduroam;-83;31;;Ch 11 [2.462 GHz];3 Stations, 20Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
9295;3-12-2021 12:55:10;00:A6:CA:5A:5A:80;;eduroam;-83;31;;Ch 11 [2.462 GHz];1 Station, 19Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9299;3-12-2021 12:55:10;00:A6:CA:44:70:60;;eduroam;-82;33;;Ch 1 [2.412 GHz];3 Stations, 46Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
9305;3-12-2021 12:55:15;84:3D:C6:B4:E1:E0;;eduroam;-81;35;;Ch 6 [2.437 GHz];0 Stations, 7Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9328;3-12-2021 12:55:15;00:A6:CA:5A:6F:80;;eduroam;-84;29;;Ch 11 [2.462 GHz];0 Stations, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9329;3-12-2021 12:55:15;84:3D:C6:B9:1B:60;;eduroam;-76;50;;Ch 1 [2.412 GHz];1 Station, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9330;3-12-2021 12:55:15;00:A6:CA:5E:1C:90;;eduroam;-82;33;;Ch 11 [2.462 GHz];2 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
9335;3-12-2021 12:55:15;84:3D:C6:B9:1B:6F;;eduroam;-72;62;;Ch 104 [5.520 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9341;3-12-2021 12:55:15;84:3D:C6:62:D2:BF;;eduroam;-55;85;;Ch 64 [5.320 GHz];1 Station, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9347;3-12-2021 12:55:15;84:3D:C6:B4:E4:0F;;eduroam;-48;89;;Ch 48 [5.240 GHz];1 Station, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9351;3-12-2021 12:55:15;84:3D:C6:B9:2A:CF;;eduroam;-33;97;;Ch 116 [5.580 GHz];9 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];9
9357;3-12-2021 12:55:15;84:3D:C6:BD:51:EF;;eduroam;-69;70;;Ch 36 [5.180 GHz];1 Station, 4Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9358;3-12-2021 12:55:15;00:A6:CA:44:6E:80;;eduroam;-84;29;;Ch 6 [2.437 GHz];1 Station, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9369;3-12-2021 12:55:15;84:3D:C6:B4:E4:00;;eduroam;-53;86;;Ch 6 [2.437 GHz];0 Stations, 7Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9381;3-12-2021 12:55:15;84:3D:C6:BD:51:E0;;eduroam;-61;82;;Ch 11 [2.462 GHz];0 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9382;3-12-2021 12:55:15;84:3D:C6:62:D2:B0;;eduroam;-63;81;;Ch 11 [2.462 GHz];1 Station, 35Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9388;3-12-2021 12:55:15;84:3D:C6:B9:2A:C0;;eduroam;-49;88;;Ch 1 [2.412 GHz];0 Stations, 16Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9395;3-12-2021 12:55:15;84:3D:C6:B8:FB:C0;;eduroam;-83;31;;Ch 11 [2.462 GHz];3 Stations, 20Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
9399;3-12-2021 12:55:15;00:A6:CA:44:70:60;;eduroam;-82;33;;Ch 1 [2.412 GHz];3 Stations, 46Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
9405;3-12-2021 12:55:20;84:3D:C6:B4:E1:E0;;eduroam;-81;35;;Ch 6 [2.437 GHz];0 Stations, 7Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9428;3-12-2021 12:55:20;00:A6:CA:5A:6F:80;;eduroam;-84;29;;Ch 11 [2.462 GHz];0 Stations, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9429;3-12-2021 12:55:20;84:3D:C6:B9:1B:60;;eduroam;-78;43;;Ch 1 [2.412 GHz];1 Station, 30Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9430;3-12-2021 12:55:20;00:A6:CA:5E:1C:90;;eduroam;-82;33;;Ch 11 [2.462 GHz];2 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
9435;3-12-2021 12:55:20;84:3D:C6:B9:1B:6F;;eduroam;-77;46;;Ch 104 [5.520 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9441;3-12-2021 12:55:20;84:3D:C6:62:D2:BF;;eduroam;-53;86;;Ch 64 [5.320 GHz];1 Station, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9447;3-12-2021 12:55:20;84:3D:C6:B4:E4:0F;;eduroam;-50;88;;Ch 48 [5.240 GHz];1 Station, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9451;3-12-2021 12:55:20;84:3D:C6:B9:2A:CF;;eduroam;-33;97;;Ch 116 [5.580 GHz];9 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];9
9457;3-12-2021 12:55:20;84:3D:C6:BD:51:EF;;eduroam;-70;67;;Ch 36 [5.180 GHz];1 Station, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9458;3-12-2021 12:55:20;00:A6:CA:44:6E:80;;eduroam;-84;29;;Ch 6 [2.437 GHz];1 Station, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9469;3-12-2021 12:55:20;84:3D:C6:B4:E4:00;;eduroam;-52;87;;Ch 6 [2.437 GHz];0 Stations, 5Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9481;3-12-2021 12:55:20;84:3D:C6:BD:51:E0;;eduroam;-61;82;;Ch 11 [2.462 GHz];0 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9482;3-12-2021 12:55:20;84:3D:C6:62:D2:B0;;eduroam;-63;81;;Ch 11 [2.462 GHz];1 Station, 35Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9488;3-12-2021 12:55:20;84:3D:C6:B9:2A:C0;;eduroam;-52;87;;Ch 1 [2.412 GHz];0 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9495;3-12-2021 12:55:20;84:3D:C6:B8:FB:C0;;eduroam;-83;31;;Ch 11 [2.462 GHz];3 Stations, 20Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
9499;3-12-2021 12:55:20;00:A6:CA:44:70:60;;eduroam;-82;33;;Ch 1 [2.412 GHz];3 Stations, 46Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
9505;3-12-2021 12:55:25;84:3D:C6:B4:E1:E0;;eduroam;-80;38;;Ch 6 [2.437 GHz];0 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9528;3-12-2021 12:55:25;00:A6:CA:5A:6F:80;;eduroam;-84;29;;Ch 11 [2.462 GHz];0 Stations, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9529;3-12-2021 12:55:25;84:3D:C6:B9:1B:60;;eduroam;-76;50;;Ch 1 [2.412 GHz];1 Station, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9530;3-12-2021 12:55:25;00:A6:CA:5E:1C:90;;eduroam;-82;33;;Ch 11 [2.462 GHz];2 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
9535;3-12-2021 12:55:25;84:3D:C6:B9:1B:6F;;eduroam;-72;62;;Ch 104 [5.520 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9541;3-12-2021 12:55:25;84:3D:C6:62:D2:BF;;eduroam;-55;85;;Ch 64 [5.320 GHz];1 Station, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9547;3-12-2021 12:55:25;84:3D:C6:B4:E4:0F;;eduroam;-47;90;;Ch 48 [5.240 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9551;3-12-2021 12:55:25;84:3D:C6:B9:2A:CF;;eduroam;-33;98;;Ch 116 [5.580 GHz];9 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];9
9557;3-12-2021 12:55:25;84:3D:C6:BD:51:EF;;eduroam;-68;72;;Ch 36 [5.180 GHz];1 Station, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9558;3-12-2021 12:55:25;00:A6:CA:44:6E:80;;eduroam;-81;35;;Ch 6 [2.437 GHz];1 Station, 24Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9569;3-12-2021 12:55:25;84:3D:C6:B4:E4:00;;eduroam;-53;86;;Ch 6 [2.437 GHz];0 Stations, 8Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9581;3-12-2021 12:55:25;84:3D:C6:BD:51:E0;;eduroam;-61;82;;Ch 11 [2.462 GHz];0 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9582;3-12-2021 12:55:25;84:3D:C6:62:D2:B0;;eduroam;-63;81;;Ch 11 [2.462 GHz];1 Station, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9588;3-12-2021 12:55:25;84:3D:C6:B9:2A:C0;;eduroam;-48;89;;Ch 1 [2.412 GHz];0 Stations, 15Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9595;3-12-2021 12:55:25;84:3D:C6:B8:FB:C0;;eduroam;-83;31;;Ch 11 [2.462 GHz];3 Stations, 20Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
9599;3-12-2021 12:55:25;00:A6:CA:44:70:60;;eduroam;-82;33;;Ch 1 [2.412 GHz];3 Stations, 46Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
9605;3-12-2021 12:55:30;84:3D:C6:B4:E1:E0;;eduroam;-80;38;;Ch 6 [2.437 GHz];0 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9628;3-12-2021 12:55:30;00:A6:CA:5A:6F:80;;eduroam;-84;29;;Ch 11 [2.462 GHz];0 Stations, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9629;3-12-2021 12:55:30;84:3D:C6:B9:1B:60;;eduroam;-77;46;;Ch 1 [2.412 GHz];1 Station, 35Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9630;3-12-2021 12:55:30;00:A6:CA:5E:1C:90;;eduroam;-82;33;;Ch 11 [2.462 GHz];2 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
9635;3-12-2021 12:55:30;84:3D:C6:B9:1B:6F;;eduroam;-77;46;;Ch 104 [5.520 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9641;3-12-2021 12:55:30;84:3D:C6:62:D2:BF;;eduroam;-53;86;;Ch 64 [5.320 GHz];1 Station, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9647;3-12-2021 12:55:30;84:3D:C6:B4:E4:0F;;eduroam;-52;87;;Ch 48 [5.240 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9651;3-12-2021 12:55:30;84:3D:C6:B9:2A:CF;;eduroam;-33;98;;Ch 116 [5.580 GHz];9 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];9
9657;3-12-2021 12:55:30;84:3D:C6:BD:51:EF;;eduroam;-73;60;;Ch 36 [5.180 GHz];1 Station, 5Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9658;3-12-2021 12:55:30;00:A6:CA:44:6E:80;;eduroam;-84;29;;Ch 6 [2.437 GHz];1 Station, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9669;3-12-2021 12:55:30;84:3D:C6:B4:E4:00;;eduroam;-52;87;;Ch 6 [2.437 GHz];0 Stations, 7Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9681;3-12-2021 12:55:30;84:3D:C6:BD:51:E0;;eduroam;-73;60;;Ch 11 [2.462 GHz];0 Stations, 17Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9682;3-12-2021 12:55:30;84:3D:C6:62:D2:B0;;eduroam;-58;83;;Ch 11 [2.462 GHz];1 Station, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9688;3-12-2021 12:55:30;84:3D:C6:B9:2A:C0;;eduroam;-52;87;;Ch 1 [2.412 GHz];0 Stations, 18Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9695;3-12-2021 12:55:30;84:3D:C6:B8:FB:C0;;eduroam;-83;31;;Ch 11 [2.462 GHz];3 Stations, 20Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
9699;3-12-2021 12:55:30;00:A6:CA:44:70:60;;eduroam;-82;33;;Ch 1 [2.412 GHz];3 Stations, 46Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
9703;3-12-2021 12:55:35;84:3D:C6:B4:E1:E0;;eduroam;-81;35;;Ch 6 [2.437 GHz];0 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9725;3-12-2021 12:55:35;00:A6:CA:5A:6F:80;;eduroam;-84;29;;Ch 11 [2.462 GHz];0 Stations, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9726;3-12-2021 12:55:35;84:3D:C6:B9:1B:60;;eduroam;-77;46;;Ch 1 [2.412 GHz];1 Station, 32Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9727;3-12-2021 12:55:35;00:A6:CA:5E:1C:90;;eduroam;-81;35;;Ch 11 [2.462 GHz];4 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
9732;3-12-2021 12:55:35;84:3D:C6:B9:1B:6F;;eduroam;-73;60;;Ch 104 [5.520 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9738;3-12-2021 12:55:35;84:3D:C6:62:D2:BF;;eduroam;-54;86;;Ch 64 [5.320 GHz];1 Station, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9744;3-12-2021 12:55:35;84:3D:C6:B4:E4:0F;;eduroam;-50;88;;Ch 48 [5.240 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9748;3-12-2021 12:55:35;84:3D:C6:B9:2A:CF;;eduroam;-33;97;;Ch 116 [5.580 GHz];9 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];9
9754;3-12-2021 12:55:35;84:3D:C6:BD:51:EF;;eduroam;-68;72;;Ch 36 [5.180 GHz];1 Station, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9755;3-12-2021 12:55:35;00:A6:CA:44:6E:80;;eduroam;-83;31;;Ch 6 [2.437 GHz];2 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
9766;3-12-2021 12:55:35;84:3D:C6:B4:E4:00;;eduroam;-51;87;;Ch 6 [2.437 GHz];0 Stations, 5Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9776;3-12-2021 12:55:35;84:3D:C6:BD:51:E0;;eduroam;-65;80;;Ch 11 [2.462 GHz];0 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9777;3-12-2021 12:55:35;84:3D:C6:62:D2:B0;;eduroam;-63;81;;Ch 11 [2.462 GHz];1 Station, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9783;3-12-2021 12:55:35;84:3D:C6:B9:2A:C0;;eduroam;-46;90;;Ch 1 [2.412 GHz];0 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9792;3-12-2021 12:55:35;00:A6:CA:44:70:60;;eduroam;-82;33;;Ch 1 [2.412 GHz];3 Stations, 46Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
9796;3-12-2021 12:55:40;84:3D:C6:B4:E1:E0;;eduroam;-81;35;;Ch 6 [2.437 GHz];0 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9818;3-12-2021 12:55:40;00:A6:CA:5A:6F:80;;eduroam;-84;29;;Ch 11 [2.462 GHz];0 Stations, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9819;3-12-2021 12:55:40;84:3D:C6:B9:1B:60;;eduroam;-76;50;;Ch 1 [2.412 GHz];1 Station, 31Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9820;3-12-2021 12:55:40;00:A6:CA:5E:1C:90;;eduroam;-81;35;;Ch 11 [2.462 GHz];4 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
9825;3-12-2021 12:55:40;84:3D:C6:B9:1B:6F;;eduroam;-78;43;;Ch 104 [5.520 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9831;3-12-2021 12:55:40;84:3D:C6:62:D2:BF;;eduroam;-54;86;;Ch 64 [5.320 GHz];1 Station, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9837;3-12-2021 12:55:40;84:3D:C6:B4:E4:0F;;eduroam;-50;88;;Ch 48 [5.240 GHz];1 Station, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9841;3-12-2021 12:55:40;84:3D:C6:B9:2A:CF;;eduroam;-33;97;;Ch 116 [5.580 GHz];10 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];10
9847;3-12-2021 12:55:40;84:3D:C6:BD:51:EF;;eduroam;-71;65;;Ch 36 [5.180 GHz];1 Station, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9848;3-12-2021 12:55:40;00:A6:CA:44:6E:80;;eduroam;-83;31;;Ch 6 [2.437 GHz];2 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
9859;3-12-2021 12:55:40;84:3D:C6:B4:E4:00;;eduroam;-50;88;;Ch 6 [2.437 GHz];0 Stations, 6Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9869;3-12-2021 12:55:40;84:3D:C6:BD:51:E0;;eduroam;-65;80;;Ch 11 [2.462 GHz];0 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9870;3-12-2021 12:55:40;84:3D:C6:62:D2:B0;;eduroam;-63;81;;Ch 11 [2.462 GHz];1 Station, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9876;3-12-2021 12:55:40;84:3D:C6:B9:2A:C0;;eduroam;-50;88;;Ch 1 [2.412 GHz];0 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9885;3-12-2021 12:55:40;00:A6:CA:44:70:60;;eduroam;-82;33;;Ch 1 [2.412 GHz];3 Stations, 46Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
9889;3-12-2021 12:55:45;84:3D:C6:B4:E1:E0;;eduroam;-80;38;;Ch 6 [2.437 GHz];0 Stations, 9Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9911;3-12-2021 12:55:45;00:A6:CA:5A:6F:80;;eduroam;-84;29;;Ch 11 [2.462 GHz];0 Stations, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9912;3-12-2021 12:55:45;84:3D:C6:B9:1B:60;;eduroam;-76;50;;Ch 1 [2.412 GHz];1 Station, 31Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9913;3-12-2021 12:55:45;00:A6:CA:5E:1C:90;;eduroam;-81;35;;Ch 11 [2.462 GHz];4 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
9918;3-12-2021 12:55:45;84:3D:C6:B9:1B:6F;;eduroam;-73;60;;Ch 104 [5.520 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9924;3-12-2021 12:55:45;84:3D:C6:62:D2:BF;;eduroam;-55;85;;Ch 64 [5.320 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9930;3-12-2021 12:55:45;84:3D:C6:B4:E4:0F;;eduroam;-50;88;;Ch 48 [5.240 GHz];1 Station, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9934;3-12-2021 12:55:45;84:3D:C6:B9:2A:CF;;eduroam;-33;98;;Ch 116 [5.580 GHz];10 Stations, 7Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];10
9940;3-12-2021 12:55:45;84:3D:C6:BD:51:EF;;eduroam;-68;72;;Ch 36 [5.180 GHz];1 Station, 5Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9941;3-12-2021 12:55:45;00:A6:CA:44:6E:80;;eduroam;-83;31;;Ch 6 [2.437 GHz];2 Stations, 22Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
9952;3-12-2021 12:55:45;84:3D:C6:B4:E4:00;;eduroam;-51;87;;Ch 6 [2.437 GHz];0 Stations, 7Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9962;3-12-2021 12:55:45;84:3D:C6:BD:51:E0;;eduroam;-64;80;;Ch 11 [2.462 GHz];0 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9963;3-12-2021 12:55:45;84:3D:C6:62:D2:B0;;eduroam;-64;80;;Ch 11 [2.462 GHz];1 Station, 24Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
9969;3-12-2021 12:55:45;84:3D:C6:B9:2A:C0;;eduroam;-47;90;;Ch 1 [2.412 GHz];0 Stations, 15Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
9978;3-12-2021 12:55:45;00:A6:CA:44:70:60;;eduroam;-82;33;;Ch 1 [2.412 GHz];3 Stations, 46Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
9982;3-12-2021 12:55:50;84:3D:C6:B4:E1:E0;;eduroam;-80;38;;Ch 6 [2.437 GHz];0 Stations, 9Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
10004;3-12-2021 12:55:50;00:A6:CA:5A:6F:80;;eduroam;-84;29;;Ch 11 [2.462 GHz];0 Stations, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
10005;3-12-2021 12:55:50;84:3D:C6:B9:1B:60;;eduroam;-78;43;;Ch 1 [2.412 GHz];1 Station, 51Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
10006;3-12-2021 12:55:50;00:A6:CA:5E:1C:90;;eduroam;-81;35;;Ch 11 [2.462 GHz];4 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
10011;3-12-2021 12:55:50;84:3D:C6:B9:1B:6F;;eduroam;-78;43;;Ch 104 [5.520 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
10017;3-12-2021 12:55:50;84:3D:C6:62:D2:BF;;eduroam;-54;86;;Ch 64 [5.320 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
10023;3-12-2021 12:55:50;84:3D:C6:B4:E4:0F;;eduroam;-54;86;;Ch 48 [5.240 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
10027;3-12-2021 12:55:50;84:3D:C6:B9:2A:CF;;eduroam;-32;98;;Ch 116 [5.580 GHz];10 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];10
10033;3-12-2021 12:55:50;84:3D:C6:BD:51:EF;;eduroam;-70;67;;Ch 36 [5.180 GHz];1 Station, 5Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
10034;3-12-2021 12:55:50;00:A6:CA:44:6E:80;;eduroam;-84;29;;Ch 6 [2.437 GHz];2 Stations, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
10045;3-12-2021 12:55:50;84:3D:C6:B4:E4:00;;eduroam;-61;82;;Ch 6 [2.437 GHz];0 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
10055;3-12-2021 12:55:50;84:3D:C6:BD:51:E0;;eduroam;-70;67;;Ch 11 [2.462 GHz];0 Stations, 18Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
10056;3-12-2021 12:55:50;84:3D:C6:62:D2:B0;;eduroam;-54;86;;Ch 11 [2.462 GHz];1 Station, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
10062;3-12-2021 12:55:50;84:3D:C6:B9:2A:C0;;eduroam;-52;87;;Ch 1 [2.412 GHz];0 Stations, 30Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
10071;3-12-2021 12:55:50;00:A6:CA:44:70:60;;eduroam;-82;33;;Ch 1 [2.412 GHz];3 Stations, 46Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
10075;3-12-2021 12:55:56;84:3D:C6:B4:E1:E0;;eduroam;-80;38;;Ch 6 [2.437 GHz];0 Stations, 9Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
